GKZ,Name,Wahlberechtigte,abgegeben,gueltig,ungueltig,spoe,oevp,fpoe,gruene,neos,kpoe,cpoe,pilz,schnell,gilt
G61725,Labuch,649,472,459,13,113,142,98,31,52,1,4,4,8,6
G61726,Laßnitzthal,879,672,662,10,194,147,122,39,122,13,4,6,7,8
G61727,Ludersdorf-Wilfersdorf,1551,1124,1098,26,243,296,184,112,194,17,7,22,21,2
G61728,Miesenbach bei Birkfeld,597,523,515,8,118,218,75,14,77,5,0,3,4,1
G61729,Mitterdorf an der Raab,1676,1251,1228,23,290,386,224,87,183,8,16,11,17,6
G61730,Mortantsch,1624,1307,1273,34,364,387,204,92,159,13,10,14,26,4
G61731,Naas,1144,895,871,24,177,305,152,53,136,8,12,9,14,5
G61732,Naintsch,552,434,419,15,96,195,50,9,59,1,3,3,3,0
G61733,Neudorf bei Passail,402,315,310,5,64,107,89,3,35,2,1,3,4,2
G61734,Nitscha,1184,915,901,14,173,318,160,93,106,10,10,7,16,8
G61735,Oberrettenbach,402,334,324,10,46,161,46,18,32,1,5,5,9,1
G61736,Passail,1615,1274,1240,34,275,452,220,82,144,11,13,10,27,6
G61737,Pischelsdorf in der Steiermark,2087,1597,1582,15,314,416,354,130,194,15,23,15,113,8
G61739,Preßguts,318,252,250,2,59,79,52,13,25,8,3,3,8,0
G61740,Puch bei Weiz,1727,1322,1279,43,273,480,225,96,148,12,3,13,19,10
G61741,Ratten,1004,786,775,11,244,269,128,42,57,5,6,6,14,4
G61742,Reichendorf,492,390,379,11,44,113,130,26,55,0,1,2,5,3
G61743,Rettenegg,635,503,493,10,156,187,85,24,27,5,2,0,4,3
G61744,St Kathrein am Hauenstein,584,480,473,7,125,170,91,12,54,3,1,2,10,5
G61745,Sankt Kathrein am Offenegg,976,730,712,18,144,336,82,21,103,8,3,7,7,1
G61746,St Margarethen an der Raab,3094,2381,2336,45,446,782,394,177,347,22,19,24,112,13
G61747,Sankt Ruprecht an der Raab,1574,1110,1086,24,218,309,242,95,162,21,5,7,18,9
G61748,Sinabelkirchen,3160,2357,2315,42,506,522,601,117,435,29,5,21,55,24
G61749,Stenzengreith,438,342,336,6,54,129,75,7,47,4,1,1,13,5
G61750,Strallegg,1648,1341,1310,31,294,493,253,42,172,12,14,2,15,13
G61751,Thannhausen,1953,1470,1430,40,403,455,214,113,163,13,27,13,18,11
G61752,Ungerdorf,559,434,421,13,65,114,90,47,79,2,5,5,9,5
G61753,Unterfladnitz,1253,953,936,17,194,274,182,55,174,13,8,11,19,6
G61754,Waisenegg,920,707,698,9,139,241,137,22,118,4,19,4,6,8
G61755,Weiz,7299,5015,4902,113,2123,748,698,533,468,86,40,108,65,33
G70101,Innsbruck,87834,53787,53145,642,11071,10874,9774,9463,3921,419,328,2157,4752,294
G70201,Arzl im Pitztal,2258,1544,1523,21,273,528,261,133,146,11,17,33,111,7
G70202,Haiming,3156,1958,1933,25,417,531,383,176,193,6,15,48,155,8
G70203,Imst,6808,4286,4211,75,820,1124,847,494,454,29,53,95,261,31
G70204,Imsterberg,592,410,405,5,74,192,58,6,28,3,7,2,30,5
G70205,Jerzens,737,467,458,9,56,225,79,13,49,0,0,6,29,1
G70206,Karres,486,289,284,5,59,114,58,10,18,1,0,5,17,2
G70207,Karrösten,561,400,390,10,103,123,91,20,25,1,1,4,19,3
G70208,Längenfeld,3152,1949,1914,35,185,1002,213,98,156,7,13,10,222,7
G70209,Mieming,2405,1563,1521,42,190,507,260,195,131,4,19,43,155,17
G70210,Mils bei Imst,427,292,286,6,55,105,38,27,24,0,6,6,22,2
G70211,Mötz,890,550,543,7,91,162,123,56,43,0,8,16,39,5
G70212,Nassereith,1601,932,910,22,152,255,169,62,116,7,27,20,93,9
G70213,Obsteig,844,561,553,8,47,205,93,73,65,2,5,18,39,6
G70214,Oetz,1700,1102,1078,24,131,460,133,88,107,6,10,23,116,3
G70215,Rietz,1651,956,945,11,228,230,197,61,100,7,7,18,85,12
G70216,Roppen,1283,860,847,13,254,328,122,42,29,1,11,11,45,4
G70217,St Leonhard im Pitztal,1154,635,618,17,48,298,107,16,97,1,5,3,42,1
G70218,Sautens,1005,656,646,10,104,227,117,47,67,3,5,5,71,0
G70219,Silz,1922,1266,1241,25,301,342,168,126,89,5,26,32,144,7
G70220,Sölden,2267,1248,1224,24,60,639,157,57,151,3,8,9,133,7
G70221,Stams,1025,648,634,14,106,203,100,68,60,5,8,16,63,4
G70222,Tarrenz,1998,1241,1222,19,190,345,287,118,123,7,26,11,98,14
G70223,Umhausen,2214,1404,1387,17,147,655,198,62,144,4,30,16,114,17
G70224,Wenns,1574,906,892,14,132,400,133,60,62,4,10,5,82,3
G70301,Absam,5354,3664,3594,70,746,901,637,536,285,24,27,107,308,21
G70302,Aldrans,1563,1065,1060,5,116,373,155,185,86,7,1,33,99,3
G70303,Ampass,1154,778,773,5,107,205,146,104,89,7,5,30,74,6
G70304,Axams,4342,2884,2849,35,556,780,486,355,288,19,19,69,254,22
G70305,Baumkirchen,911,639,628,11,121,186,111,52,78,4,6,17,51,2
G70306,Birgitz,997,687,678,9,82,201,108,91,90,1,3,16,81,4
G70307,Ellbögen,857,622,615,7,108,244,112,43,53,3,3,10,35,4
G70308,Flaurling,869,617,610,7,139,210,75,56,50,4,7,8,56,5
G70309,Fritzens,1605,1122,1110,12,230,269,210,104,119,5,4,23,137,8
G70310,Fulpmes,2845,1851,1827,24,280,484,342,235,187,8,18,34,227,11
G70311,Gnadenwald,538,377,375,2,37,150,44,61,29,1,0,19,32,2
G70312,Götzens,2865,1849,1829,20,342,501,316,214,180,10,11,57,182,16
G70313,Gries am Brenner,991,705,691,14,128,244,110,49,77,4,6,10,59,4
G70314,Gries im Sellrain,457,292,287,5,43,138,35,13,20,1,1,4,32,0
G70315,Grinzens,1031,703,694,9,130,216,109,78,68,0,14,16,55,7
G70317,Gschnitz,343,243,240,3,33,98,50,0,29,7,0,1,22,0
G70318,Hatting,887,615,603,12,152,196,77,67,42,1,2,12,54,0
G70319,Inzing,2631,1789,1766,23,321,511,251,267,145,8,17,56,179,8
G70320,Kematen in Tirol,1963,1370,1357,13,242,368,206,171,122,6,7,37,195,0
G70322,Kolsass,1137,798,792,6,141,231,155,88,60,1,12,10,91,3
G70323,Kolsassberg,567,348,343,5,42,132,64,20,36,0,9,5,31,4
G70325,Lans,708,486,479,7,37,189,62,89,40,2,1,22,36,1
G70326,Leutasch,1521,927,904,23,79,388,139,61,86,4,5,30,108,4
G70327,Matrei am Brenner,759,500,495,5,156,126,67,32,44,2,3,4,57,4
G70328,Mieders,1229,859,848,11,111,261,144,87,80,3,5,18,131,7
G70329,Mils,3178,2231,2204,27,302,677,409,332,168,9,19,76,205,7
G70330,Mühlbachl,1028,705,691,14,142,289,97,33,50,1,7,12,54,6
G70331,Mutters,1542,1095,1084,11,141,399,157,125,111,3,4,28,112,3
G70332,Natters,1483,1045,1034,11,132,353,129,187,75,8,8,32,102,7
G70333,Navis,1556,1115,1103,12,174,408,225,41,128,4,6,14,96,6
G70334,Neustift im Stubaital,3276,2116,2091,25,221,742,411,138,218,4,30,25,292,9
G70335,Oberhofen im Inntal,1283,870,856,14,197,255,140,86,71,6,6,21,70,3
G70336,Obernberg am Brenner,290,226,222,4,23,129,19,8,25,0,1,1,14,1
G70337,Oberperfuss,2206,1503,1488,15,234,549,201,182,104,5,12,28,162,11
G70338,Patsch,796,548,543,5,82,196,87,70,37,2,4,23,40,1
G70339,Pettnau,754,512,500,12,63,183,82,54,55,4,8,11,38,2
G70340,Pfaffenhofen,781,472,467,5,141,104,69,58,37,0,1,11,44,2
G70341,Pfons,1013,712,705,7,127,242,123,54,56,0,8,11,78,6
G70342,Polling in Tirol,680,412,409,3,107,72,107,26,45,2,4,8,33,5
G70343,Ranggen,720,523,521,2,86,194,84,66,43,3,1,10,30,3
G70344,Reith bei Seefeld,827,562,557,5,69,198,99,57,57,2,4,22,49,0
G70345,Rinn,1152,832,826,6,122,239,151,101,99,3,4,21,80,6
G70346,Rum,6734,4652,4604,48,1228,792,1058,529,333,31,17,144,451,20
G70347,St Sigmund im Sellrain,127,76,76,0,8,36,16,1,6,1,0,0,7,1
G70348,Scharnitz,888,499,495,4,104,145,93,30,53,1,2,4,58,4
G70349,Schmirn,693,577,571,6,74,297,72,11,53,0,3,3,55,3
G70350,Schönberg im Stubaital,709,465,457,8,77,151,67,50,41,2,3,11,52,3
G70351,Seefeld in Tirol,1937,1232,1227,5,113,535,197,115,111,4,3,35,113,1
G70352,Sellrain,1124,762,745,17,212,259,111,34,55,5,0,9,58,0
G70353,Sistrans,1478,1101,1088,13,127,381,138,202,86,1,8,69,72,4
G70354,Hall in Tirol,9048,5762,5684,78,1256,1291,950,871,444,38,55,186,533,50
G70355,Steinach am Brenner,2592,1716,1689,27,339,492,305,141,174,6,4,28,186,14
G70356,Telfes im Stubai,1112,765,749,16,102,272,109,88,62,4,2,19,87,2
G70357,Telfs,10136,6125,6056,69,1383,1100,1409,847,529,24,44,167,509,41
G70358,Thaur,2847,2046,2019,27,402,628,381,214,146,11,12,47,171,7
G70359,Trins,983,708,693,15,113,245,107,46,72,4,4,13,87,2
G70360,Tulfes,1108,757,746,11,72,245,166,55,108,2,7,11,74,6
G70361,Unterperfuss,179,121,120,1,22,58,23,1,7,1,0,2,6,0
G70362,Vals,429,343,341,2,48,177,36,14,33,1,1,2,29,0
G70364,Völs,5219,3564,3522,42,725,782,647,486,361,20,20,121,325,27
G70365,Volders,3309,2138,2104,34,311,570,481,197,222,12,12,47,232,18
G70366,Wattenberg,548,435,430,5,28,177,110,29,53,2,1,8,22,0
G70367,Wattens,5992,4012,3956,56,805,904,902,351,385,20,22,66,482,19
G70368,Wildermieming,611,449,435,14,52,152,85,46,48,0,8,9,32,3
G70369,Zirl,5336,3435,3389,46,674,718,550,503,354,16,23,121,408,14
G70401,Aurach bei Kitzbühel,904,553,543,10,77,233,77,29,69,4,4,4,43,3
G70402,Brixen im Thale,1951,1311,1281,30,294,517,157,76,111,3,2,11,109,1
G70403,Fieberbrunn,3328,2302,2264,38,535,749,347,167,206,5,34,34,176,11
G70404,Going am Wilden Kaiser,1294,775,762,13,96,279,163,47,103,3,3,4,62,2
G70405,Hochfilzen,882,650,638,12,235,174,88,24,79,2,2,7,26,1
G70406,Hopfgarten im Brixental,4203,2856,2815,41,436,1131,429,202,333,12,30,32,195,13
G70407,Itter,883,664,655,9,129,223,99,45,97,2,8,9,42,1
G70408,Jochberg,1200,798,791,7,150,256,184,33,69,0,7,8,79,4
G70409,Kirchberg in Tirol,3684,2324,2284,40,495,804,345,147,249,3,9,26,192,12
G70410,Kirchdorf in Tirol,2747,1715,1696,19,254,544,337,95,241,8,11,18,183,5
G70411,Kitzbühel,6305,3749,3705,44,685,1147,623,297,363,15,14,83,455,22
G70412,Kössen,2987,1884,1863,21,182,820,348,107,176,14,12,23,161,18
G70413,Oberndorf in Tirol,1515,1034,1018,16,242,332,138,84,110,3,2,15,80,12
G70414,Reith bei Kitzbühel,1191,764,752,12,93,329,96,57,93,1,4,10,65,4
G70415,St Jakob in Haus,503,351,343,8,82,119,40,20,41,1,4,6,21,9
G70416,St Johann in Tirol,6270,4060,4015,45,738,1089,762,432,494,22,44,58,338,33
G70417,St Ulrich am Pillersee,1138,773,758,15,101,284,106,63,122,3,14,3,60,2
G70418,Schwendt,583,324,322,2,43,148,56,9,30,1,0,6,27,2
G70419,Waidring,1404,956,942,14,169,341,154,61,102,6,16,6,79,8
G70420,Westendorf,2657,1825,1786,39,343,739,236,114,195,5,2,18,125,9
G70501,Alpbach,1896,1322,1312,10,68,669,214,50,183,3,3,13,96,13
G70502,Angath,667,441,437,4,87,111,100,33,48,2,4,11,37,4
G70503,Bad Häring,1850,1265,1249,16,406,318,151,144,112,4,7,18,83,6
G70504,Brandenberg,1213,788,774,14,173,335,84,31,74,5,6,5,59,2
G70505,Breitenbach am Inn,2410,1723,1700,23,265,657,282,104,211,7,11,22,131,10
G70506,Brixlegg,2179,1486,1466,20,239,432,282,161,173,8,9,19,133,8
G70508,Ebbs,3742,2582,2546,36,329,821,675,176,303,7,25,31,163,16
G70509,Ellmau,1808,1129,1110,19,126,413,198,63,184,3,9,11,97,6
G70510,Erl,969,717,711,6,89,322,97,55,68,1,6,5,64,4
G70511,Kirchbichl,4036,2820,2777,43,837,618,475,198,412,9,8,27,178,14
G70512,Kramsach,3535,2398,2355,43,451,631,445,254,238,18,18,57,219,23
G70513,Kufstein,11680,7646,7555,91,1618,1580,1891,831,759,38,38,143,590,48
G70514,Kundl,2963,1998,1983,15,482,543,356,156,229,7,28,30,139,10
G70515,Langkampfen,2853,2042,2010,32,455,487,418,111,289,8,17,20,187,16
G70516,Mariastein,222,165,160,5,13,47,50,20,9,0,3,0,15,3
G70517,Münster,2323,1552,1532,20,347,399,304,93,186,8,4,27,155,9
G70518,Niederndorf,1894,1302,1282,20,108,433,389,85,140,7,17,22,76,4
G70519,Niederndorferberg,444,251,250,1,11,136,54,5,20,1,4,2,15,2
G70520,Radfeld,1558,1042,1027,15,235,201,220,84,148,3,0,12,114,8
G70521,Rattenberg,309,201,200,1,34,60,41,20,21,3,2,2,16,1
G70522,Reith im Alpbachtal,2002,1405,1383,22,185,567,231,95,135,5,7,23,122,12
G70523,Rettenschöss,325,219,217,2,6,148,23,12,18,1,1,0,8,0
G70524,Scheffau am Wilden Kaiser,932,623,618,5,52,292,85,32,85,3,3,2,61,3
G70525,Schwoich,1767,1284,1248,36,206,457,230,75,144,0,16,17,95,7
G70526,Söll,2563,1802,1777,25,254,675,284,116,241,4,22,18,142,21
G70527,Thiersee,2060,1458,1428,30,188,658,234,72,131,2,23,11,107,2
G70528,Angerberg,1362,945,928,17,137,287,195,78,124,3,3,20,74,7
G70529,Walchsee,1261,836,822,14,51,330,200,37,101,3,12,12,68,8
G70530,Wildschönau,3085,2050,2024,26,136,1011,241,109,300,3,21,27,168,8
G70531,Wörgl,8605,5600,5519,81,1506,964,1218,545,624,32,18,97,421,42
G70601,Faggen,252,158,155,3,20,83,25,5,6,0,3,0,13,0
G70602,Fendels,191,131,130,1,9,88,17,5,5,2,1,0,3,0
G70603,Fiss,679,438,435,3,11,306,37,22,25,2,5,2,22,3
G70604,Fließ,2282,1552,1537,15,373,589,239,91,116,0,18,29,69,11
G70605,Flirsch,758,481,476,5,121,147,81,26,44,1,2,4,49,1
G70606,Galtür,602,388,380,8,13,231,50,15,38,0,11,2,16,4
G70607,Grins,1046,728,707,21,127,246,132,53,80,2,7,10,48,2
G70608,Ischgl,1154,681,670,11,49,367,79,17,91,5,12,7,39,4
G70609,Kappl,2038,1401,1387,14,112,713,252,45,136,5,21,3,97,3
G70610,Kaunerberg,281,161,159,2,11,112,8,5,9,0,1,0,13,0
G70611,Kaunertal,467,301,286,15,28,193,11,21,15,1,1,1,13,2
G70612,Kauns,368,222,219,3,19,112,36,22,11,2,2,1,13,0
G70613,Ladis,394,241,239,2,21,110,35,23,22,0,0,7,21,0
G70614,Landeck,5656,3711,3639,72,1080,905,706,328,262,17,56,78,182,24
G70615,Nauders,1141,693,679,14,98,306,84,26,72,2,7,5,76,3
G70616,Pettneu am Arlberg,1132,701,687,14,129,212,131,61,60,3,6,6,72,6
G70617,Pfunds,1950,1234,1217,17,201,493,160,81,118,4,15,10,123,12
G70618,Pians,627,400,396,4,89,143,83,20,30,1,4,4,22,0
G70619,Prutz,1233,811,803,8,165,228,142,92,51,3,17,11,81,13
G70620,Ried im Oberinntal,969,550,542,8,74,227,60,65,39,4,9,16,48,0
G70621,St Anton am Arlberg,1860,1022,1000,22,93,462,104,105,102,1,14,13,100,5
G70622,Schönwies,1291,904,895,9,331,234,122,56,62,5,10,13,61,1
G70623,See,871,547,543,4,45,256,107,9,61,1,39,5,18,2
G70624,Serfaus,849,516,503,13,43,292,32,55,45,1,9,4,22,0
G70625,Spiss,97,69,67,2,8,37,9,0,4,0,0,0,8,1
G70626,Stanz bei Landeck,491,331,315,16,74,128,37,14,28,3,1,9,21,0
G70627,Strengen,988,661,647,14,173,227,109,29,48,3,13,3,35,6
G70628,Tobadill,417,278,275,3,45,129,37,18,15,4,6,0,19,1
G70629,Tösens,528,305,298,7,46,122,59,9,21,1,8,1,30,1
G70630,Zams,2603,1868,1845,23,393,701,300,190,108,4,22,24,94,8
G70701,Abfaltersbach,499,362,354,8,34,206,24,14,34,1,9,3,28,1
G70702,Ainet,774,498,491,7,48,172,70,47,89,0,19,6,39,1
G70703,Amlach,297,203,195,8,25,49,34,23,38,3,5,1,16,0
G70704,Anras,1023,690,681,9,84,345,64,24,92,3,3,3,54,9
G70705,Assling,1573,1134,1110,24,122,569,119,79,128,2,10,7,68,6
G70706,Außervillgraten,683,476,469,7,38,270,61,21,45,4,4,1,25,0
G70707,Dölsach,1795,1137,1113,24,220,332,158,86,173,4,12,10,108,9
G70708,Gaimberg,701,411,403,8,57,143,35,46,53,3,19,5,39,3
G70709,Hopfgarten in Defereggen,644,413,403,10,22,275,36,17,24,1,5,2,18,3
G70710,Innervillgraten,749,471,463,8,18,338,26,17,40,0,3,3,15,3
G70711,Iselsberg-Stronach,488,272,270,2,33,102,33,17,50,0,7,5,21,2
G70712,Kals am Großglockner,1005,511,502,9,33,252,89,16,53,1,18,5,33,2
G70713,Kartitsch,702,473,468,5,26,318,30,19,40,2,6,1,24,2
G70714,Lavant,222,142,141,1,14,59,19,17,25,0,3,1,1,2
G70715,Leisach,706,436,423,13,76,131,41,41,83,2,5,5,35,4
G70716,Lienz,9863,6077,5954,123,1304,1639,728,713,888,30,67,99,436,47
G70717,Matrei in Osttirol,3840,2416,2373,43,232,1016,386,147,352,3,41,17,165,14
G70718,Nikolsdorf,695,484,475,9,76,223,49,27,40,2,5,3,45,5
G70719,Nußdorf-Debant,2586,1735,1711,24,368,406,248,146,347,5,22,13,145,11
G70720,Oberlienz,1145,735,720,15,69,303,99,52,131,2,9,3,48,3
G70721,Obertilliach,577,390,381,9,20,247,28,16,46,1,2,3,17,1
G70723,Prägraten am Großvenediger,993,535,521,14,24,284,95,11,52,1,6,6,39,2
G70724,St Jakob in Defereggen,796,500,483,17,20,190,171,32,37,3,0,7,23,0
G70725,St Johann im Walde,233,168,155,13,15,72,19,6,23,1,1,0,18,0
G70726,St Veit in Defereggen,582,372,357,15,21,153,126,10,25,1,2,1,17,1
G70727,Schlaiten,374,261,252,9,24,97,45,7,33,0,9,1,31,4
G70728,Sillian,1660,1047,1029,18,110,459,166,59,130,2,18,7,74,3
G70729,Strassen,650,436,431,5,25,236,49,33,43,1,5,3,35,1
G70731,Thurn,488,329,323,6,23,157,47,23,34,1,3,1,34,0
G70732,Tristach,1055,710,690,20,113,236,82,84,84,3,11,7,61,8
G70733,Untertilliach,208,101,101,0,5,47,5,2,20,19,0,2,1,0
G70734,Virgen,1700,961,938,23,109,343,193,52,120,1,8,14,95,3
G70735,Heinfels,788,515,494,21,61,232,58,30,56,5,6,1,43,2
G70801,Bach,534,292,283,9,20,118,43,17,20,0,1,5,51,8
G70802,Berwang,449,276,263,13,25,92,43,25,35,2,4,5,29,3
G70803,Biberwier,450,280,274,6,41,108,33,29,25,0,4,1,33,0
G70804,Bichlbach,591,349,343,6,57,144,55,22,19,2,9,6,26,3
G70805,Breitenwang,1167,683,657,26,150,159,81,122,49,6,5,12,66,7
G70806,Ehenbichl,626,350,339,11,50,119,42,36,32,5,10,9,34,2
G70807,Ehrwald,1847,993,974,19,155,321,144,55,74,2,14,14,183,7
G70808,Elbigenalp,628,411,406,5,37,186,54,40,36,5,4,9,35,0
G70809,Elmen,329,188,182,6,14,98,14,20,10,1,0,2,23,0
G70810,Forchach,210,127,125,2,23,32,18,8,14,0,13,1,16,0
G70811,Grän,378,193,189,4,11,108,19,12,18,3,0,1,16,1
G70812,Gramais,44,37,37,0,2,24,2,2,5,0,0,0,2,0
G70813,Häselgehr,529,281,277,4,25,110,44,21,29,2,6,7,30,3
G70814,Heiterwang,415,213,204,9,34,61,27,13,10,3,4,6,43,3
G70815,Hinterhornbach,75,51,47,4,2,30,0,0,6,0,0,0,9,0
G70816,Höfen,968,598,579,19,123,176,83,56,56,2,7,14,59,3
G70817,Holzgau,324,205,203,2,21,109,19,13,17,4,0,2,14,4
G70818,Jungholz,124,68,64,4,1,51,0,1,3,0,0,0,8,0
G70819,Kaisers,60,44,43,1,2,33,3,1,2,0,0,0,2,0
G70820,Lechaschau,1420,824,815,9,161,215,154,69,98,6,6,18,76,12
G70821,Lermoos,750,407,400,7,36,198,40,25,42,2,3,1,49,4
G70822,Musau,291,148,144,4,29,46,19,9,10,4,2,2,20,3
G70823,Namlos,84,43,40,3,3,26,3,0,4,0,0,0,4,0
G70824,Nesselwängle,330,171,164,7,12,71,18,16,18,1,4,3,20,1
G70825,Pfafflar,87,59,56,3,6,39,3,1,0,0,1,2,4,0
G70826,Pflach,848,474,465,9,85,122,88,42,66,6,4,10,39,3
G70827,Pinswang,315,151,143,8,20,62,13,16,5,1,5,5,16,0
G70828,Reutte,4007,2294,2236,58,593,545,351,277,215,11,18,41,178,6
G70829,Schattwald,298,159,155,4,5,85,10,17,12,1,4,1,20,0
G70830,Stanzach,328,228,221,7,32,88,34,17,19,3,1,3,21,3
G70831,Steeg,531,317,307,10,18,187,42,15,27,0,2,1,14,1
G70832,Tannheim,758,352,347,5,20,166,39,25,28,1,17,7,42,2
G70833,Vils,1107,653,630,23,122,231,97,32,58,5,14,6,53,12
G70834,Vorderhornbach,230,144,141,3,17,64,19,4,17,1,0,4,10,5
G70835,Wängle,661,399,385,14,56,151,55,31,42,1,5,6,34,4
G70836,Weißenbach am Lech,1010,474,468,6,105,107,90,20,54,4,21,3,55,7
G70837,Zöblen,186,108,107,1,2,66,12,12,7,1,0,1,5,1
G70901,Achenkirch,1565,899,887,12,111,313,156,40,130,8,5,13,101,9
G70902,Aschau im Zillertal,1224,783,762,21,103,360,90,35,112,1,6,3,50,2
G70903,Brandberg,282,170,165,5,23,78,25,2,16,1,2,4,14,0
G70904,Bruck am Ziller,787,528,519,9,80,189,110,23,48,2,9,4,50,4
G70905,Buch bei Jenbach,1988,1384,1359,25,273,326,328,110,157,1,5,16,133,9
G70907,Eben am Achensee,1945,1192,1183,9,196,388,234,86,127,2,4,18,122,4
G70908,Finkenberg,1178,735,724,11,123,315,80,32,73,2,16,5,73,4
G70909,Fügen,2608,1575,1561,14,289,434,324,102,233,10,4,11,145,8
G70910,Fügenberg,965,616,613,3,68,303,89,24,76,4,5,3,39,2
G70911,Gallzein,426,260,257,3,24,107,44,12,46,1,1,2,20,0
G70912,Gerlos,608,493,487,6,54,309,46,7,34,15,0,3,19,0
G70913,Gerlosberg,336,202,198,4,16,111,32,4,28,1,0,2,3,1
G70914,Hainzenberg,501,289,289,0,37,132,48,5,36,1,8,0,22,0
G70915,Hart im Zillertal,1087,663,643,20,83,270,113,31,91,2,4,2,44,2
G70916,Hippach,1056,578,572,6,58,340,61,11,56,0,2,3,36,5
G70917,Jenbach,4901,3133,3106,27,933,442,742,262,306,23,20,55,296,24
G70918,Kaltenbach,870,527,518,9,132,190,56,28,60,1,4,7,37,3
G70920,Mayrhofen,2603,1466,1448,18,209,565,184,143,169,4,3,19,142,10
G70921,Pill,843,548,543,5,74,210,121,48,40,4,2,8,31,5
G70922,Ramsau im Zillertal,1181,670,661,9,108,257,93,39,71,2,2,5,81,3
G70923,Ried im Zillertal,903,547,541,6,95,233,74,30,58,0,2,7,38,4
G70924,Rohrberg,363,232,227,5,45,86,33,13,28,1,2,1,18,0
G70925,Schlitters,971,620,611,9,81,248,102,16,74,1,4,2,76,6
G70926,Schwaz,9631,6219,6120,99,1422,1396,1183,722,492,50,39,154,602,50
G70927,Schwendau,1121,659,650,9,58,286,94,33,80,2,9,9,68,11
G70928,Stans,1472,1082,1069,13,186,300,200,121,107,12,1,13,115,12
G70929,Steinberg am Rofan,226,136,132,4,17,77,12,2,12,1,0,0,10,1
G70930,Strass im Zillertal,641,471,468,3,63,199,64,31,41,1,14,11,43,1
G70931,Stumm,1383,796,780,16,180,291,81,47,91,3,7,7,66,7
G70932,Stummerberg,626,369,368,1,40,205,53,10,41,1,2,2,14,0
G70933,Terfens,1560,1056,1040,16,172,331,146,127,108,6,7,20,112,10
G70934,Tux,1448,1024,1010,14,146,480,118,39,95,3,12,14,99,3
G70935,Uderns,1199,714,705,9,192,162,130,26,104,3,2,9,74,3
G70936,Vomp,3375,2306,2282,24,492,612,442,213,214,9,12,41,228,16
G70937,Weer,1151,793,791,2,129,263,134,68,87,4,2,11,82,9
G70938,Weerberg,1763,1122,1097,25,92,461,232,63,100,4,14,14,112,5
G70939,Wiesing,1513,994,977,17,246,260,180,64,119,5,7,13,81,2
G70940,Zell am Ziller,1343,774,760,14,165,285,107,36,85,2,10,9,57,4
G70941,Zellberg,505,324,321,3,50,142,41,18,37,2,8,2,20,1
G80101,Bartholomäberg,1749,1185,1169,16,160,360,216,100,222,5,19,23,60,4
G80102,Blons,236,186,183,3,10,115,8,22,20,0,3,1,4,0
G80103,Bludenz,9787,6089,5993,96,1591,1383,1012,894,704,42,67,114,173,13
G80104,Bludesch,1448,893,886,7,185,182,163,140,126,4,30,22,30,4
G80105,Brand,480,331,325,6,18,184,46,27,21,1,3,11,14,0
G80106,Bürs,2202,1507,1487,20,414,363,211,205,191,15,13,16,55,4
G80107,Bürserberg,394,277,270,7,34,127,41,19,30,4,4,3,6,2
G80108,Dalaas,1179,842,825,17,187,233,167,94,75,4,5,12,47,1
G80109,Fontanella,329,261,256,5,4,201,12,10,23,0,4,0,2,0
G80110,Gaschurn,1254,793,775,18,110,255,151,49,135,4,16,11,40,4
G80111,Innerbraz,750,550,540,10,146,155,69,85,46,4,5,13,17,0
G80112,Klösterle,579,366,362,4,79,137,49,24,42,0,3,8,18,2
G80113,Lech,1168,637,618,19,35,381,48,59,60,1,4,10,18,2
G80114,Lorüns,220,138,137,1,14,55,24,18,14,0,0,2,10,0
G80115,Ludesch,2229,1464,1444,20,209,359,239,235,258,10,40,34,51,9
G80116,Nenzing,4354,2960,2916,44,377,716,726,403,435,20,53,66,97,23
G80117,Nüziders,3634,2552,2504,48,569,716,357,415,265,13,30,74,55,10
G80118,Raggal,658,458,450,8,23,248,30,48,62,4,10,6,17,2
G80119,St Anton im Montafon,517,355,350,5,42,96,68,41,67,2,9,12,12,1
G80120,St Gallenkirch,1756,1116,1107,9,224,284,223,65,230,4,26,7,41,3
G80121,St Gerold,262,181,178,3,6,100,12,14,30,0,14,1,1,0
G80122,Schruns,2877,1768,1741,27,222,471,286,283,316,8,29,41,71,14
G80123,Silbertal,704,520,513,7,75,170,116,23,88,3,2,10,25,1
G80124,Sonntag,523,412,402,10,14,273,21,24,36,1,23,2,6,2
G80125,Stallehr,198,150,148,2,28,57,23,15,13,0,0,3,6,3
G80126,Thüringen,1592,1085,1072,13,136,345,156,204,125,4,13,34,49,6
G80127,Thüringerberg,512,363,360,3,26,169,16,43,72,0,14,5,15,0
G80128,Tschagguns,1773,1073,1054,19,167,279,179,137,182,6,20,12,65,7
G80129,Vandans,2031,1308,1286,22,223,264,306,167,221,4,12,28,51,10
G80201,Alberschwende,2304,1651,1631,20,106,706,276,241,167,2,23,31,74,5
G80202,Andelsbuch,1721,1237,1210,27,55,659,99,171,145,2,7,22,43,7
G80203,Au,1285,855,847,8,35,465,86,74,120,2,22,2,41,0
G80204,Bezau,1343,916,901,15,40,509,81,102,109,0,20,13,26,1
G80205,Bildstein,539,362,361,1,15,160,51,33,65,1,5,6,24,1
G80206,Bizau,739,532,525,7,19,312,49,56,60,1,7,6,14,1
G80207,Bregenz,19042,11907,11778,129,2696,2813,1807,2193,1342,82,158,378,269,40
